,Unnamed: 0.1,Unnamed: 0,manuscript_title,team,doi_pre,doi_pub,original_research,OpenAlex_ID,ListofAlexIds,ListofNames,ListofOrcids,Role,Team,FirstLastName,ReferencedWorks,NumReferencedWorks,NumInternalReferences,CitedByCount,CitedByInternal,CleanedTeam,TeamsThatCited,ReferencedTeams,IntReferences,ReferencedIndividuals,CleanedTeams,CleanedPeople,DateCreated
387,2809,2809.0,Gut-Initiated Alpha Synuclein Fibrils Drive Parkinson’s Disease Phenotypes: Temporal Mapping of non-Motor Symptoms and REM Sleep Behavior Disorder,Kaplitt,10.1101/2024.04.22.590542,,1.0,W4395660291,A5021759485,Ted M. Dawson,0000-0002-6459-0893,Co-PI,Team Kaplitt,Ted Dawson,"['W1527671059', 'W1572679174', 'W1854508876', 'W1972038286', 'W1973921337', 'W1991604513', 'W1992290626', 'W1999385317', 'W2018627242', 'W2046189898', 'W2048779384', 'W2051572005', 'W2053919734', 'W2056516296', 'W2057364502', 'W2073449985', 'W2078955175', 'W2101345641', 'W2106108170', 'W2107632774', 'W2117798519', 'W2139700140', 'W2163239461', 'W2195120335', 'W2207696950', 'W2397544274', 'W2398509129', 'W2408110716', 'W2539556954', 'W2556547650', 'W2571740089', 'W2590833747', 'W2621775373', 'W2762194337', 'W2783610750', 'W2790568799', 'W2805466047', 'W2806614570', 'W2808284620', 'W2848307331', 'W2884263697', 'W2894546886', 'W2905158156', 'W2909581763', 'W2923500540', 'W2953534538', 'W2954056418', 'W2955413884', 'W2968583737', 'W2974564969', 'W2980317911', 'W2991344020', 'W2995538686', 'W2996909605', 'W3006261429', 'W3015479037', 'W3021367628', 'W3047577965', 'W3102231089', 'W3118160052', 'W3124164547', 'W3125356116', 'W3146164047', 'W3153424147', 'W3169465550', 'W3174664487', 'W3190609919', 'W3211015345', 'W4200415424', 'W4200506926', 'W4211044101', 'W4220985882', 'W4223479829', 'W4251358880', 'W4287831851', 'W4307343662', 'W4309218457', 'W4313557805', 'W4360947368', 'W4379467886', 'W4385791170', 'W4387928799', 'W4389992959', 'W4403209086']",84,3,,,,,"['Team Sulzer', 'Team Schapira', 'Team Gradinaru']","['W3118160052', 'W4387928799', 'W4389992959']","['Amy Amara', 'Anthony Schapira', 'Subhojit Roy']",['Team Kaplitt'],"['Michael Kaplitt', 'Valina Dawson', 'Ted Dawson', 'Per Svenningsson']",2024-04-27
388,2810,2810.0,Gut-Initiated Alpha Synuclein Fibrils Drive Parkinson’s Disease Phenotypes: Temporal Mapping of non-Motor Symptoms and REM Sleep Behavior Disorder,Kaplitt,10.1101/2024.04.22.590542,,1.0,W4395660291,A5036364090,Per Svenningsson,0000-0001-6727-3802,Co-PI,Team Kaplitt,Per Svenningsson,"['W1527671059', 'W1572679174', 'W1854508876', 'W1972038286', 'W1973921337', 'W1991604513', 'W1992290626', 'W1999385317', 'W2018627242', 'W2046189898', 'W2048779384', 'W2051572005', 'W2053919734', 'W2056516296', 'W2057364502', 'W2073449985', 'W2078955175', 'W2101345641', 'W2106108170', 'W2107632774', 'W2117798519', 'W2139700140', 'W2163239461', 'W2195120335', 'W2207696950', 'W2397544274', 'W2398509129', 'W2408110716', 'W2539556954', 'W2556547650', 'W2571740089', 'W2590833747', 'W2621775373', 'W2762194337', 'W2783610750', 'W2790568799', 'W2805466047', 'W2806614570', 'W2808284620', 'W2848307331', 'W2884263697', 'W2894546886', 'W2905158156', 'W2909581763', 'W2923500540', 'W2953534538', 'W2954056418', 'W2955413884', 'W2968583737', 'W2974564969', 'W2980317911', 'W2991344020', 'W2995538686', 'W2996909605', 'W3006261429', 'W3015479037', 'W3021367628', 'W3047577965', 'W3102231089', 'W3118160052', 'W3124164547', 'W3125356116', 'W3146164047', 'W3153424147', 'W3169465550', 'W3174664487', 'W3190609919', 'W3211015345', 'W4200415424', 'W4200506926', 'W4211044101', 'W4220985882', 'W4223479829', 'W4251358880', 'W4287831851', 'W4307343662', 'W4309218457', 'W4313557805', 'W4360947368', 'W4379467886', 'W4385791170', 'W4387928799', 'W4389992959', 'W4403209086']",84,3,,,,,"['Team Sulzer', 'Team Schapira', 'Team Gradinaru']","['W3118160052', 'W4387928799', 'W4389992959']","['Amy Amara', 'Anthony Schapira', 'Subhojit Roy']",['Team Kaplitt'],"['Michael Kaplitt', 'Valina Dawson', 'Ted Dawson', 'Per Svenningsson']",2024-04-27
389,2819,2819.0,Generation of the iPSC line FINi002-A from a male Parkinson's disease patient carrying compound heterozygous mutations in the PRKN gene - ScienceDirect,Kirik,NA (lab resource),10.1016/j.scr.2023.103211,0.0,W4387711107,A5047141421,Glenda M. Halliday,0000-0003-0422-8398,Collaborating PI,Team Edwards,Glenda Halliday,"['W2082425146', 'W2801876984', 'W2939348335', 'W3124872984', 'W4385623718']",5,0,2.0,0.0,"['Team Kirik', 'Team Edwards', 'Team Vila']",[],[],[],[],"['Team Edwards', 'Team Kirik', 'Team Vila']","['Glenda Halliday', 'Deniz Kirik', 'Clare Parish', 'Lachlan Thompson']",2023-10-18
390,2820,2820.0,Generation of the iPSC line FINi002-A from a male Parkinson's disease patient carrying compound heterozygous mutations in the PRKN gene - ScienceDirect,Kirik,NA (lab resource),10.1016/j.scr.2023.103211,0.0,W4387711107,A5047141421,Glenda M. Halliday,0000-0003-0422-8398,Co-PI,Team Kirik,Glenda Halliday,"['W2082425146', 'W2801876984', 'W2939348335', 'W3124872984', 'W4385623718']",5,0,2.0,0.0,"['Team Kirik', 'Team Edwards', 'Team Vila']",[],[],[],[],"['Team Edwards', 'Team Kirik', 'Team Vila']","['Glenda Halliday', 'Deniz Kirik', 'Clare Parish', 'Lachlan Thompson']",2023-10-18
391,2821,2821.0,Generation of the iPSC line FINi002-A from a male Parkinson's disease patient carrying compound heterozygous mutations in the PRKN gene - ScienceDirect,Kirik,NA (lab resource),10.1016/j.scr.2023.103211,0.0,W4387711107,A5047141421,Glenda M. Halliday,0000-0003-0422-8398,Co-PI,Team Vila,Glenda Halliday,"['W2082425146', 'W2801876984', 'W2939348335', 'W3124872984', 'W4385623718']",5,0,2.0,0.0,"['Team Kirik', 'Team Edwards', 'Team Vila']",[],[],[],[],"['Team Edwards', 'Team Kirik', 'Team Vila']","['Glenda Halliday', 'Deniz Kirik', 'Clare Parish', 'Lachlan Thompson']",2023-10-18
392,2822,2822.0,Generation of the iPSC line FINi002-A from a male Parkinson's disease patient carrying compound heterozygous mutations in the PRKN gene - ScienceDirect,Kirik,NA (lab resource),10.1016/j.scr.2023.103211,0.0,W4387711107,A5083016310,Deniz Kirik,0000-0002-1360-1265,Lead-PI,Team Kirik,Deniz Kirik,"['W2082425146', 'W2801876984', 'W2939348335', 'W3124872984', 'W4385623718']",5,0,2.0,0.0,"['Team Kirik', 'Team Edwards', 'Team Vila']",[],[],[],[],"['Team Edwards', 'Team Kirik', 'Team Vila']","['Glenda Halliday', 'Deniz Kirik', 'Clare Parish', 'Lachlan Thompson']",2023-10-18
393,2823,2823.0,Generation of the iPSC line FINi002-A from a male Parkinson's disease patient carrying compound heterozygous mutations in the PRKN gene - ScienceDirect,Kirik,NA (lab resource),10.1016/j.scr.2023.103211,0.0,W4387711107,A5044118193,Clare L. Parish,0000-0001-8212-9884,Co-PI,Team Kirik,Clare Parish,"['W2082425146', 'W2801876984', 'W2939348335', 'W3124872984', 'W4385623718']",5,0,2.0,0.0,"['Team Kirik', 'Team Edwards', 'Team Vila']",[],[],[],[],"['Team Edwards', 'Team Kirik', 'Team Vila']","['Glenda Halliday', 'Deniz Kirik', 'Clare Parish', 'Lachlan Thompson']",2023-10-18
394,2824,2824.0,Generation of the iPSC line FINi002-A from a male Parkinson's disease patient carrying compound heterozygous mutations in the PRKN gene - ScienceDirect,Kirik,NA (lab resource),10.1016/j.scr.2023.103211,0.0,W4387711107,A5067345526,Lachlan H. Thompson,0000-0003-2632-0304,Co-PI,Team Kirik,Lachlan Thompson,"['W2082425146', 'W2801876984', 'W2939348335', 'W3124872984', 'W4385623718']",5,0,2.0,0.0,"['Team Kirik', 'Team Edwards', 'Team Vila']",[],[],[],[],"['Team Edwards', 'Team Kirik', 'Team Vila']","['Glenda Halliday', 'Deniz Kirik', 'Clare Parish', 'Lachlan Thompson']",2023-10-18
395,2829,2829.0,Generation of human-induced pluripotent-stem-cell-derived cortical neurons for high-throughput imaging of neurite morphology and neuron maturation,Kirik,NA (protocol),10.1016/j.xpro.2023.102325,0.0,W4380204562,A5083016310,Deniz Kirik,0000-0002-1360-1265,Lead-PI,Team Kirik,Deniz Kirik,"['W2082314612', 'W2420344679', 'W3139911415', 'W3156342563', 'W3195939922', 'W4220673076', 'W4290078894']",7,0,6.0,0.0,['Team Kirik'],[],[],[],[],['Team Kirik'],"['Deniz Kirik', 'Clare Parish']",2023-06-11
396,2830,2830.0,Generation of human-induced pluripotent-stem-cell-derived cortical neurons for high-throughput imaging of neurite morphology and neuron maturation,Kirik,NA (protocol),10.1016/j.xpro.2023.102325,0.0,W4380204562,A5044118193,Clare L. Parish,0000-0001-8212-9884,Co-PI,Team Kirik,Clare Parish,"['W2082314612', 'W2420344679', 'W3139911415', 'W3156342563', 'W3195939922', 'W4220673076', 'W4290078894']",7,0,6.0,0.0,['Team Kirik'],[],[],[],[],['Team Kirik'],"['Deniz Kirik', 'Clare Parish']",2023-06-11
397,2835,2835.0,Neither alpha-synuclein fibril strain nor host murine genotype influences seeding efficacy,Kordower,10.1101/2023.08.24.554646,10.1038/s41531-024-00679-1,1.0,W4398172122,A5009140419,Ellen Sidransky,0000-0002-3019-8500,Co-PI,Team Vangheluwe,Ellen Sidransky,"['W1944186563', 'W1968942251', 'W1973738022', 'W1977680862', 'W1992253341', 'W2003647394', 'W2006524711', 'W2014583561', 'W2028072328', 'W2057979657', 'W2071494035', 'W2078282095', 'W2096916909', 'W2111216320', 'W2137329609', 'W2151704931', 'W2152889422', 'W2158089391', 'W2161615638', 'W2166886278', 'W2170281382', 'W2417747301', 'W2507685477', 'W2552524294', 'W2563994157', 'W2771043801', 'W2779236324', 'W2790911095', 'W2802062315', 'W2904404980', 'W2952786943', 'W2963495948', 'W2997280667', 'W2997554592', 'W3003740698', 'W3006403525', 'W3021171301', 'W3021415691', 'W3080119533', 'W3097947115', 'W3100472905', 'W3168851130', 'W3187025390', 'W3199949775', 'W4205299346', 'W4206416701', 'W4210684812', 'W4223898311', 'W4311827735', 'W4316511422', 'W4360947368', 'W4378905494', 'W4386792259']",53,1,0.0,0.0,"['Team Vangheluwe', 'Team Kordower']",[],['Team Schapira'],['W4205299346'],['Donato Monte'],"['Team Vangheluwe', 'Team Kordower']","['Ellen Sidransky', 'Jeffrey Kordower']",2024-05-22
398,2840,2840.0,Neither alpha-synuclein fibril strain nor host murine genotype influences seeding efficacy,Kordower,10.1101/2023.08.24.554646,10.1038/s41531-024-00679-1,1.0,W4398172122,A5074765508,Jeffrey H. Kordower,0000-0001-8629-3294,Lead-PI,Team Kordower,Jeffrey Kordower,"['W1944186563', 'W1968942251', 'W1973738022', 'W1977680862', 'W1992253341', 'W2003647394', 'W2006524711', 'W2014583561', 'W2028072328', 'W2057979657', 'W2071494035', 'W2078282095', 'W2096916909', 'W2111216320', 'W2137329609', 'W2151704931', 'W2152889422', 'W2158089391', 'W2161615638', 'W2166886278', 'W2170281382', 'W2417747301', 'W2507685477', 'W2552524294', 'W2563994157', 'W2771043801', 'W2779236324', 'W2790911095', 'W2802062315', 'W2904404980', 'W2952786943', 'W2963495948', 'W2997280667', 'W2997554592', 'W3003740698', 'W3006403525', 'W3021171301', 'W3021415691', 'W3080119533', 'W3097947115', 'W3100472905', 'W3168851130', 'W3187025390', 'W3199949775', 'W4205299346', 'W4206416701', 'W4210684812', 'W4223898311', 'W4311827735', 'W4316511422', 'W4360947368', 'W4378905494', 'W4386792259']",53,1,0.0,0.0,"['Team Vangheluwe', 'Team Kordower']",[],['Team Schapira'],['W4205299346'],['Donato Monte'],"['Team Vangheluwe', 'Team Kordower']","['Ellen Sidransky', 'Jeffrey Kordower']",2024-05-22
399,2842,2842.0,Nigrostriatal tau pathology in parkinsonism and Parkinson’s disease,Kordower,10.1101/2022.08.04.502831,10.1093/brain/awad388,1.0,W4388994083,A5020699970,Warren D. Hirst,0000-0003-0389-8891,Co-PI,Team Kordower,Warren Hirst,"['W114737604', 'W1575298809', 'W1990017244', 'W1992017428', 'W1992632425', 'W1995422936', 'W1995562130', 'W1998658564', 'W2004030615', 'W2006524711', 'W2007818910', 'W2018859546', 'W2024377399', 'W2026771024', 'W2027958854', 'W2033669069', 'W2041976347', 'W2043216798', 'W2053770559', 'W2053923103', 'W2054302986', 'W2064244929', 'W2065536409', 'W2068070350', 'W2072144231', 'W2073449985', 'W2073893553', 'W2084334114', 'W2093322139', 'W2102572922', 'W2115592754', 'W2129665374', 'W2134113727', 'W2141459724', 'W2141483618', 'W2148641246', 'W2155846759', 'W2159377066', 'W2165465283', 'W2171753818', 'W2519516239', 'W2792194193', 'W2799982459', 'W2806722931', 'W2890169564', 'W2923841692', 'W2942912880', 'W2952095672', 'W2984841973', 'W3038196404', 'W3109407838', 'W3123354711', 'W3146341767', 'W4225308037', 'W4229363807', 'W4280555112', 'W4283764255', 'W4313395925', 'W4320717744']",59,1,53.0,0.0,"['Team Kordower', 'Team Sulzer']",[],['Team Lee'],['W4283764255'],['Michael Lee'],"['Team Kordower', 'Team Sulzer']","['Warren Hirst', 'Ashley Harms', 'Jeffrey Kordower']",2023-11-25
400,2844,2844.0,Nigrostriatal tau pathology in parkinsonism and Parkinson’s disease,Kordower,10.1101/2022.08.04.502831,10.1093/brain/awad388,1.0,W4388994083,A5046016738,Ashley S. Harms,0000-0002-7054-2812,Co-PI,Team Kordower,Ashley Harms,"['W114737604', 'W1575298809', 'W1990017244', 'W1992017428', 'W1992632425', 'W1995422936', 'W1995562130', 'W1998658564', 'W2004030615', 'W2006524711', 'W2007818910', 'W2018859546', 'W2024377399', 'W2026771024', 'W2027958854', 'W2033669069', 'W2041976347', 'W2043216798', 'W2053770559', 'W2053923103', 'W2054302986', 'W2064244929', 'W2065536409', 'W2068070350', 'W2072144231', 'W2073449985', 'W2073893553', 'W2084334114', 'W2093322139', 'W2102572922', 'W2115592754', 'W2129665374', 'W2134113727', 'W2141459724', 'W2141483618', 'W2148641246', 'W2155846759', 'W2159377066', 'W2165465283', 'W2171753818', 'W2519516239', 'W2792194193', 'W2799982459', 'W2806722931', 'W2890169564', 'W2923841692', 'W2942912880', 'W2952095672', 'W2984841973', 'W3038196404', 'W3109407838', 'W3123354711', 'W3146341767', 'W4225308037', 'W4229363807', 'W4280555112', 'W4283764255', 'W4313395925', 'W4320717744']",59,1,53.0,0.0,"['Team Kordower', 'Team Sulzer']",[],['Team Lee'],['W4283764255'],['Michael Lee'],"['Team Kordower', 'Team Sulzer']","['Warren Hirst', 'Ashley Harms', 'Jeffrey Kordower']",2023-11-25
401,2845,2845.0,Nigrostriatal tau pathology in parkinsonism and Parkinson’s disease,Kordower,10.1101/2022.08.04.502831,10.1093/brain/awad388,1.0,W4388994083,A5046016738,Ashley S. Harms,0000-0002-7054-2812,Co-PI,Team Sulzer,Ashley Harms,"['W114737604', 'W1575298809', 'W1990017244', 'W1992017428', 'W1992632425', 'W1995422936', 'W1995562130', 'W1998658564', 'W2004030615', 'W2006524711', 'W2007818910', 'W2018859546', 'W2024377399', 'W2026771024', 'W2027958854', 'W2033669069', 'W2041976347', 'W2043216798', 'W2053770559', 'W2053923103', 'W2054302986', 'W2064244929', 'W2065536409', 'W2068070350', 'W2072144231', 'W2073449985', 'W2073893553', 'W2084334114', 'W2093322139', 'W2102572922', 'W2115592754', 'W2129665374', 'W2134113727', 'W2141459724', 'W2141483618', 'W2148641246', 'W2155846759', 'W2159377066', 'W2165465283', 'W2171753818', 'W2519516239', 'W2792194193', 'W2799982459', 'W2806722931', 'W2890169564', 'W2923841692', 'W2942912880', 'W2952095672', 'W2984841973', 'W3038196404', 'W3109407838', 'W3123354711', 'W3146341767', 'W4225308037', 'W4229363807', 'W4280555112', 'W4283764255', 'W4313395925', 'W4320717744']",59,1,53.0,0.0,"['Team Kordower', 'Team Sulzer']",[],['Team Lee'],['W4283764255'],['Michael Lee'],"['Team Kordower', 'Team Sulzer']","['Warren Hirst', 'Ashley Harms', 'Jeffrey Kordower']",2023-11-25
402,2847,2847.0,Nigrostriatal tau pathology in parkinsonism and Parkinson’s disease,Kordower,10.1101/2022.08.04.502831,10.1093/brain/awad388,1.0,W4388994083,A5103177177,Jeffrey H. Kordower,0000-0003-0407-1861,Lead-PI,Team Kordower,Jeffrey Kordower,"['W114737604', 'W1575298809', 'W1990017244', 'W1992017428', 'W1992632425', 'W1995422936', 'W1995562130', 'W1998658564', 'W2004030615', 'W2006524711', 'W2007818910', 'W2018859546', 'W2024377399', 'W2026771024', 'W2027958854', 'W2033669069', 'W2041976347', 'W2043216798', 'W2053770559', 'W2053923103', 'W2054302986', 'W2064244929', 'W2065536409', 'W2068070350', 'W2072144231', 'W2073449985', 'W2073893553', 'W2084334114', 'W2093322139', 'W2102572922', 'W2115592754', 'W2129665374', 'W2134113727', 'W2141459724', 'W2141483618', 'W2148641246', 'W2155846759', 'W2159377066', 'W2165465283', 'W2171753818', 'W2519516239', 'W2792194193', 'W2799982459', 'W2806722931', 'W2890169564', 'W2923841692', 'W2942912880', 'W2952095672', 'W2984841973', 'W3038196404', 'W3109407838', 'W3123354711', 'W3146341767', 'W4225308037', 'W4229363807', 'W4280555112', 'W4283764255', 'W4313395925', 'W4320717744']",59,1,53.0,0.0,"['Team Kordower', 'Team Sulzer']",[],['Team Lee'],['W4283764255'],['Michael Lee'],"['Team Kordower', 'Team Sulzer']","['Warren Hirst', 'Ashley Harms', 'Jeffrey Kordower']",2023-11-25
403,2851,2851.0,Alpha-synuclein aggregates are phosphatase resistant,Kordower,10.1101/2023.11.20.567854,10.1186/s40478-024-01785-0,1.0,W4399230878,A5103177177,Jeffrey H. Kordower,0000-0003-0407-1861,Lead-PI,Team Kordower,Jeffrey Kordower,"['W1496790952', 'W1965095016', 'W1984272194', 'W1984548597', 'W2006157687', 'W2027545729', 'W2030025610', 'W2077859404', 'W2091489444', 'W2092791231', 'W2102302018', 'W2131222480', 'W2131256783', 'W2144370836', 'W2152889422', 'W2203125727', 'W2507685477', 'W2753292637', 'W2768638419', 'W2808284620', 'W2909581763', 'W2997280667', 'W3008786370', 'W3038570617', 'W3174666355', 'W4200627465', 'W4210684812', 'W4220671045', 'W4220937853', 'W4255597145', 'W4306930878', 'W4309933714', 'W4312214284', 'W4316511422', 'W4360947368', 'W4386157903', 'W4387865929', 'W4389992959']",38,1,3.0,0.0,['Team Kordower'],[],['Team Gradinaru'],['W4389992959'],['Subhojit Roy'],['Team Kordower'],['Jeffrey Kordower'],2024-06-01
404,2858,2858.0,Adult-Onset Deletion of ATP13A2 in Mice Induces Progressive Nigrostriatal Pathway Dopaminergic Degeneration and Lysosomal Abnormalities,Lee,10.1101/2024.01.25.577280,10.1038/s41531-024-00748-5,1.0,W4400859109,A5037205059,Darren J. Moore,0000-0003-2359-5679,Co-PI,Team Lee,Darren Moore,"['W1968349206', 'W1969450042', 'W1971286961', 'W1988364986', 'W1990387678', 'W2009382442', 'W2011894009', 'W2019864398', 'W2025343900', 'W2042927333', 'W2046447620', 'W2060112329', 'W2065014046', 'W2077499130', 'W2081600663', 'W2083595371', 'W2088962120', 'W2092927579', 'W2099094691', 'W2108031985', 'W2111964251', 'W2129886727', 'W2136269577', 'W2139369185', 'W2141966986', 'W2145000378', 'W2156168338', 'W2160697936', 'W2163935868', 'W2550736838', 'W2580538885', 'W2781194958', 'W2802214895', 'W2932108898', 'W2946192399', 'W2972937106', 'W3003439637', 'W3021868314', 'W3108936441', 'W3197192485', 'W3210259329', 'W3210296468', 'W4366333066', 'W4386253251', 'W4387893870']",45,0,6.0,0.0,['Team Lee'],[],[],[],[],['Team Lee'],['Darren Moore'],2024-07-21
405,2862,2862.0,Targeting cellular senescence with senotherapeutics: senolytics and senomorphics,Lee,NA Review,10.1111/febs.16350,0.0,W4205869028,A5043039694,Laura J. Niedernhofer,0000-0002-1074-1385,Co-PI,Team Lee,Laura Niedernhofer,"['W1033197108', 'W1488181101', 'W1500247249', 'W1578451589', 'W1702885827', 'W1908141864', 'W1910928745', 'W1932046626', 'W1941032944', 'W1975258835', 'W1976726113', 'W1977362098', 'W1978888457', 'W1983890824', 'W1985802000', 'W2001720505', 'W2001881651', 'W2005986051', 'W2009630088', 'W2009668465', 'W2010417927', 'W2030373321', 'W2031641885', 'W2044341880', 'W2044393321', 'W2048376025', 'W2049691960', 'W2053510668', 'W2058839898', 'W2063013559', 'W2063084036', 'W2068897578', 'W2069119991', 'W2071735670', 'W2075614768', 'W2082603625', 'W2085284069', 'W2085701175', 'W2086888830', 'W2087406283', 'W2087857618', 'W2089869923', 'W2090067193', 'W2095424116', 'W2099947030', 'W2101185010', 'W2108210710', 'W2109838416', 'W2110525250', 'W2114859236', 'W2115527176', 'W2115852450', 'W2116054786', 'W2116435487', 'W2121141378', 'W2122231459', 'W2126525177', 'W2127960841', 'W2128807350', 'W2129902630', 'W2132290892', 'W2134907909', 'W2144261101', 'W2144489441', 'W2147030667', 'W2152839556', 'W2154395283', 'W2158612356', 'W2159914115', 'W2161080185', 'W2164361361', 'W2168632005', 'W2210634983', 'W2224886002', 'W2264758825', 'W2276349085', 'W2288864260', 'W2301467648', 'W2319232270', 'W2328766282', 'W2353530036', 'W2403350024', 'W2403949460', 'W2422981416', 'W2515194864', 'W2517054293', 'W2518394218', 'W2545638471', 'W2550556018', 'W2553908226', 'W2561396377', 'W2591114726', 'W2591983504', 'W2598437549', 'W2599353531', 'W2604477713', 'W2606309696', 'W2608899726', 'W2612435930', 'W2624997514', 'W2743743650', 'W2750509325', 'W2752676842', 'W2765703692', 'W2767370630', 'W2774620560', 'W2784796582', 'W2797460879', 'W2800256700', 'W2801070381', 'W2804305965', 'W2804341160', 'W2807771272', 'W2809248765', 'W2860743873', 'W2884253843', 'W2888559669', 'W2893617001', 'W2901293244', 'W2904408826', 'W2906721882', 'W2913600879', 'W2914025980', 'W2924691258', 'W2928157366', 'W2935344533', 'W2947863297', 'W2948309692', 'W2954146550', 'W2954240092', 'W2955656412', 'W2964341190', 'W2969787397', 'W2970534187', 'W2971121994', 'W2980638238', 'W2981220896', 'W2981806657', 'W2981848316', 'W2989997075', 'W2999421965', 'W3000673710', 'W3001004959', 'W3001142947', 'W3004823234', 'W3005666042', 'W3006297561', 'W3006891752', 'W3008488132', 'W3010215457', 'W3011177534', 'W3011369649', 'W3012106404', 'W3012572174', 'W3014006805', 'W3017698573', 'W3018442280', 'W3019747905', 'W3019800544', 'W3021903614', 'W3036659787', 'W3042236956', 'W3081130987', 'W3082206461', 'W3089880422', 'W3092584602', 'W3096724541', 'W3118535008', 'W3122548002', 'W3132218257', 'W3135335135', 'W3136313836', 'W3136641159', 'W3209665265', 'W4200502654', 'W620553544', 'W954573795']",177,0,322.0,1.0,['Team Lee'],['Team Lee'],[],[],[],['Team Lee'],['Laura Niedernhofer'],2022-01-25
